date,copper 1st nb
12/12/2017,2.9995
12/13/2017,3.0295
12/14/2017,3.0485
12/15/2017,3.11
12/18/2017,3.122
12/19/2017,3.1275
12/20/2017,3.1715
12/21/2017,3.1945
12/22/2017,3.2145
12/26/2017,3.256
12/27/2017,3.257
12/28/2017,3.3085
12/29/2017,3.3005
